customer_id,full_name,date_of_birth,address,onboarding_date,segment,KYC_status,AML_status,risk_level_initial,current_risk_level,PEP_status,cdd_last_review_date,cdd_review_frequency,edd_required,edd_investigation_reason,source_of_funds_verified,account_balance
CUST_721D263F,Betty Walker,2004-03-06,"3423 Main St, Boston, MA",2022-06-03,Small Business,verified,cleared,low,low,N,2025-10-08,semi-annually,N,,True,382932.51
CUST_DC869628,John Anderson,1980-09-26,"207 Oak St, Seattle, WA",2023-05-25,Retail,verified,clean,medium,medium,N,2025-10-18,quarterly,N,,True,139778.36
CUST_A553D4F5,Daniel Moore,1960-03-02,"3020 Oak St, San Jose, CA",2022-08-01,Retail,verified,prior_flag,low,low,N,2025-10-26,semi-annually,N,,True,305933.79
CUST_C5106E91,Matthew White,1999-09-06,"7101 Cedar St, Chicago, IL",2023-09-02,Corporate,verified,clean,medium,medium,N,2025-08-02,quarterly,N,,True,1499521.93
CUST_FA6B23E4,David Brown,1966-06-17,"4805 Maple St, Boston, MA",2023-12-13,Retail,verified,clean,low,low,N,2025-07-07,semi-annually,N,,True,424051.19
CUST_872E061C,James Taylor,1971-03-20,"492 Maple St, Houston, TX",2023-08-12,Retail,verified,clean,low,low,N,2025-09-19,annually,N,,True,368996.72
CUST_91A9FF4F,Robert Lewis,1975-01-11,"8401 Cedar St, Austin, TX",2023-09-23,Retail,verified,clean,medium,medium,N,2025-10-21,quarterly,N,,True,383749.27
CUST_5BAF3BB6,Emily Thompson,1974-12-19,"7988 Oak St, San Francisco, CA",2022-12-08,Retail,verified,clean,low,low,N,2025-10-29,annually,N,,True,446137.11
CUST_A3E91716,Nancy Young,1999-07-24,"2546 Pine St, New York, NY",2022-12-10,Retail,verified,clean,low,low,N,2025-08-09,annually,N,,True,170237.06
CUST_AB0C3D95,Richard Lee,1959-10-20,"8243 Oak St, Jacksonville, FL",2023-07-02,Retail,verified,clean,low,low,N,2025-08-30,semi-annually,N,,True,226501.26
CUST_7DB58A57,Maria Miller,1960-02-12,"5672 Maple St, Indianapolis, IN",2023-06-22,Small Business,verified,clean,medium,medium,N,2025-07-02,quarterly,N,,True,155869.0
CUST_1D1BAD12,William Jones,1982-11-05,"1526 Pine St, San Francisco, CA",2022-04-11,Retail,pending,clean,low,low,N,2025-05-16,semi-annually,N,,True,444703.75
CUST_7B1604BC,Emily Taylor,1968-01-19,"4567 Oak St, Philadelphia, PA",2023-11-06,Small Business,verified,clean,medium,medium,N,2025-07-18,quarterly,N,,True,137544.81
CUST_674436E4,John Martin,1955-04-18,"5649 Cedar St, San Francisco, CA",2023-07-28,Retail,verified,clean,low,low,N,2025-08-20,semi-annually,N,,True,26312.37
CUST_7AF4B6B8,John Thomas,1955-07-02,"5544 Oak St, Seattle, WA",2023-11-23,Retail,pending,clean,low,low,N,2025-06-03,annually,N,,True,40194.26
CUST_7B33F7FE,Dorothy Clark,1957-02-27,"4327 Pine St, Fort Worth, TX",2023-04-22,Small Business,verified,clean,medium,high,N,2025-09-09,quarterly,Y,PEP status,True,92493.18
CUST_02D35CF6,Dorothy Thompson,2004-06-15,"8422 Main St, Fort Worth, TX",2022-12-05,Retail,verified,prior_flag,low,low,N,2025-06-06,annually,N,,True,408958.89
CUST_617D64C4,Sandra Brown,1990-02-26,"3511 Cedar St, Columbus, OH",2022-11-30,Retail,verified,clean,low,low,N,2025-08-01,annually,N,,True,392372.67
CUST_55F9BA03,Linda Jackson,1993-04-06,"7394 Oak St, San Jose, CA",2022-12-17,Retail,verified,clean,low,low,N,2025-08-16,annually,N,,True,477985.84
CUST_D7FB1858,Michael Martin,2001-10-25,"7521 Cedar St, San Jose, CA",2022-04-22,Small Business,verified,clean,low,low,N,2025-10-01,semi-annually,N,,True,195601.35
CUST_42CFDA2F,Charles Anderson,1992-06-10,"8462 Maple St, Phoenix, AZ",2022-07-20,Retail,expired,clean,medium,low,N,2025-10-16,annually,N,,True,426400.08
CUST_3C2ED301,Sarah Lopez,1949-12-18,"9031 Oak St, Philadelphia, PA",2023-07-17,Small Business,pending,clean,low,high,N,2025-08-02,quarterly,Y,Unusual transaction patterns,True,237960.84
CUST_D7B955AF,Robert Moore,1972-07-05,"2324 Main St, Phoenix, AZ",2023-01-29,Retail,verified,clean,medium,medium,N,2025-07-06,quarterly,N,,True,321479.21
CUST_66CF9E8F,Linda Walker,1999-12-20,"221 Cedar St, Charlotte, NC",2023-04-12,Corporate,verified,prior_flag,medium,medium,N,2025-09-11,quarterly,N,,True,4241679.24
CUST_E9BFB96D,Lisa White,1975-09-19,"4678 Maple St, Indianapolis, IN",2023-05-29,Retail,verified,clean,high,high,N,2025-10-02,monthly,Y,Large cash deposits,True,40039.07
CUST_9A7885CD,Mark Martin,1979-11-24,"7781 Maple St, Indianapolis, IN",2022-04-01,Retail,verified,clean,low,low,N,2025-06-24,annually,N,,True,453121.49
CUST_9AA8813E,Charles Harris,1971-05-10,"945 Pine St, Boston, MA",2022-12-06,Retail,verified,clean,low,low,N,2025-06-12,annually,N,,True,14621.75
CUST_0BD3C5F5,Patricia Williams,1953-05-09,"2973 Pine St, San Diego, CA",2022-05-10,Retail,verified,clean,low,low,N,2025-05-23,semi-annually,N,,True,242974.34
CUST_69F41EED,Sandra Taylor,1954-03-20,"9565 Pine St, Los Angeles, CA",2022-02-03,Corporate,high-risk,clean,low,low,N,2025-05-28,annually,N,,True,3229192.43
CUST_4CA290EB,Anthony Robinson,1959-08-13,"8790 Maple St, New York, NY",2022-04-29,Retail,pending,clean,low,low,N,2025-07-09,annually,N,,True,145107.32
CUST_C8AFBC98,Sandra Anderson,1969-09-22,"1710 Pine St, Denver, CO",2023-01-27,Corporate,verified,prior_flag,low,low,N,2025-08-14,annually,N,,True,1986211.13
CUST_D91C720A,Anthony Thompson,1992-10-25,"8705 Main St, San Francisco, CA",2022-09-05,Retail,verified,clean,low,low,N,2025-11-04,semi-annually,N,,True,176406.69
CUST_E7A71AD6,Margaret Martinez,1951-01-20,"2228 Maple St, Denver, CO",2022-09-15,Retail,verified,cleared,medium,medium,N,2025-10-08,quarterly,N,,True,401796.83
CUST_8D40A333,Jessica Young,1960-05-10,"5398 Pine St, Philadelphia, PA",2022-04-24,Retail,pending,clean,medium,medium,N,2025-05-21,quarterly,N,,True,390584.92
CUST_3A752D9A,James Clark,1973-06-02,"8161 Main St, Phoenix, AZ",2022-03-05,Retail,verified,cleared,medium,medium,N,2025-07-30,quarterly,N,,True,270775.45
CUST_97D04445,Linda Miller,1955-08-23,"114 Main St, Fort Worth, TX",2023-09-21,Retail,verified,clean,low,low,N,2025-09-30,annually,N,,True,133951.8
CUST_5A4FDD63,Matthew Hernandez,1949-09-23,"7998 Main St, Denver, CO",2023-02-05,Corporate,verified,clean,medium,high,N,2025-11-07,monthly,Y,Unusual transaction patterns,False,2699755.18
CUST_4AE376A7,Jennifer Hernandez,1974-01-21,"744 Maple St, San Antonio, TX",2023-11-30,Corporate,pending,clean,medium,high,N,2025-05-26,quarterly,Y,PEP status,True,1529408.21
CUST_02FDA7BC,Richard Young,1993-06-16,"8956 Pine St, Charlotte, NC",2022-04-20,Retail,verified,clean,low,medium,N,2025-07-05,quarterly,N,,True,267436.08
CUST_2E90648F,Donald Lewis,1951-06-02,"8891 Oak St, Denver, CO",2023-04-06,Retail,verified,clean,medium,medium,N,2025-05-18,quarterly,N,,True,117259.84
CUST_7D8649F5,Michael Johnson,1990-01-16,"1694 Maple St, Boston, MA",2022-05-25,Corporate,verified,clean,medium,medium,N,2025-08-21,quarterly,N,,True,894912.47
CUST_244CB6F3,Charles Williams,1980-10-26,"2350 Pine St, San Antonio, TX",2022-04-19,Retail,verified,prior_flag,low,high,N,2025-10-08,quarterly,Y,Large cash deposits,True,382349.71
CUST_AB350A77,Charles Garcia,1956-05-05,"6262 Oak St, New York, NY",2022-12-10,Small Business,verified,clean,low,low,N,2025-10-13,semi-annually,N,,True,439933.84
CUST_692F2BC9,Michael Smith,1954-12-21,"7479 Maple St, San Diego, CA",2022-01-08,Retail,verified,clean,low,low,N,2025-05-28,semi-annually,N,,True,469106.72
CUST_07DC5103,Karen White,1960-12-16,"1667 Cedar St, Jacksonville, FL",2022-02-08,Retail,verified,clean,low,low,N,2025-10-08,semi-annually,N,,False,431502.8
CUST_08B952F2,Nancy Taylor,1998-11-22,"806 Main St, Jacksonville, FL",2022-08-13,Retail,verified,prior_flag,low,low,N,2025-09-23,annually,N,,True,143247.2
CUST_C24D11B2,Linda Rodriguez,2000-08-02,"9810 Cedar St, Austin, TX",2022-12-09,Retail,verified,clean,low,low,N,2025-09-08,semi-annually,N,,True,210114.07
CUST_034A5791,Margaret Thompson,1998-02-11,"2474 Oak St, Boston, MA",2022-11-30,Retail,verified,prior_flag,low,low,N,2025-10-25,annually,N,,True,228040.45
CUST_F87513FB,Richard Lopez,1995-04-21,"2904 Pine St, San Diego, CA",2022-05-20,Retail,verified,clean,low,low,N,2025-07-11,semi-annually,N,,True,443318.08
CUST_662C1532,Karen Garcia,2006-03-19,"7114 Oak St, San Diego, CA",2023-10-16,Corporate,pending,clean,high,low,N,2025-08-28,annually,N,,True,1670114.94
CUST_B379F46D,Charles Davis,2007-10-01,"1705 Maple St, Charlotte, NC",2023-08-29,Retail,verified,clean,low,low,N,2025-07-08,annually,N,,True,121015.23
CUST_9A97F018,Nancy Clark,1995-07-07,"499 Maple St, San Francisco, CA",2022-01-13,Retail,verified,clean,low,low,N,2025-06-14,annually,N,,True,386145.67
CUST_58649453,Ashley White,1999-06-21,"4520 Cedar St, Seattle, WA",2023-02-20,Retail,verified,prior_flag,low,low,N,2025-08-24,semi-annually,N,,True,288039.45
CUST_2606BC12,Robert Lewis,1988-06-24,"6089 Pine St, Philadelphia, PA",2023-12-03,Corporate,verified,clean,medium,medium,N,2025-07-11,quarterly,N,,True,3258454.66
CUST_3D9B23A3,Matthew Williams,1998-04-05,"4480 Cedar St, Columbus, OH",2023-07-29,Corporate,verified,under_investigation,low,low,N,2025-09-11,semi-annually,Y,Sanctions screening match,True,1421869.4
CUST_22B0795F,Michael Lopez,1980-09-17,"1175 Oak St, San Francisco, CA",2022-12-20,Small Business,verified,prior_flag,low,low,N,2025-05-19,annually,N,,False,44567.07
CUST_2B220FEB,Richard Young,1953-02-06,"8970 Oak St, Charlotte, NC",2022-07-03,Retail,pending,clean,low,low,N,2025-07-24,annually,N,,False,174003.42
CUST_BEEBE306,Joseph Harris,1967-04-03,"5446 Maple St, Denver, CO",2023-10-23,Retail,verified,clean,medium,medium,N,2025-05-24,quarterly,N,,True,333261.82
CUST_6D20DE4B,Thomas Robinson,1978-05-19,"7569 Oak St, Boston, MA",2023-07-16,Retail,verified,clean,medium,low,N,2025-10-01,semi-annually,N,,True,462141.69
CUST_DF3DD5C4,Matthew Moore,1960-12-23,"3122 Oak St, Seattle, WA",2022-10-20,Corporate,verified,cleared,medium,medium,N,2025-07-18,quarterly,N,,True,3550315.19
CUST_F13789E6,Betty Hernandez,1972-08-18,"9048 Cedar St, Austin, TX",2022-12-19,Corporate,verified,under_investigation,medium,high,N,2025-08-18,quarterly,Y,PEP status,True,3253857.56
CUST_4D288232,Maria Thomas,1985-11-05,"9126 Main St, San Jose, CA",2022-10-24,Small Business,verified,clean,medium,medium,N,2025-10-28,quarterly,N,,True,13373.0
CUST_CBBC36F9,Karen Robinson,1971-02-11,"1531 Cedar St, Fort Worth, TX",2022-08-14,Retail,verified,under_investigation,low,low,N,2025-10-17,semi-annually,Y,High-risk jurisdiction,True,98030.57
CUST_3D80F91D,William Martin,1952-11-12,"9291 Main St, San Antonio, TX",2023-09-12,Retail,verified,clean,medium,medium,N,2025-08-21,quarterly,N,,False,364198.83
CUST_14B48CBF,Joseph Harris,1977-05-06,"8706 Pine St, Chicago, IL",2023-03-02,Small Business,pending,clean,high,high,N,2025-10-02,monthly,Y,PEP status,True,466643.34
CUST_A60F26B7,Charles Clark,1949-07-21,"4842 Cedar St, Charlotte, NC",2023-01-20,Corporate,verified,clean,medium,medium,N,2025-09-21,quarterly,N,,True,259052.93
CUST_659535B2,Donald Martinez,1980-09-24,"6934 Oak St, Charlotte, NC",2023-08-23,Retail,verified,cleared,low,high,Y,2025-05-24,monthly,Y,Large cash deposits,True,453489.81
CUST_8CFD4F1E,Daniel Davis,1997-05-16,"6214 Cedar St, Denver, CO",2022-01-30,Corporate,verified,clean,low,low,N,2025-05-14,annually,N,,True,136848.15
CUST_98B774A3,James Garcia,1958-06-15,"8777 Main St, Indianapolis, IN",2023-08-19,Small Business,verified,clean,low,low,N,2025-10-26,annually,N,,True,97713.6
CUST_E0B10D66,Daniel Garcia,1997-03-18,"5861 Oak St, New York, NY",2022-04-07,Retail,verified,clean,low,low,N,2025-10-14,annually,N,,True,69337.77
CUST_B76E8453,Maria Lopez,1970-03-04,"1351 Main St, Phoenix, AZ",2023-05-12,Retail,verified,clean,low,low,N,2025-07-24,semi-annually,N,,True,461781.47
CUST_7948CCAE,Patricia Lopez,1972-03-27,"2432 Oak St, San Jose, CA",2022-11-16,Retail,expired,clean,high,high,N,2025-09-12,monthly,Y,PEP status,True,63546.75
CUST_67C1F37E,David Williams,1997-02-03,"4245 Main St, Chicago, IL",2023-03-12,Retail,verified,clean,low,low,N,2025-07-10,semi-annually,N,,True,151521.26
CUST_A1C2CEA8,John Clark,1956-10-07,"4062 Cedar St, Denver, CO",2022-04-09,Retail,verified,clean,low,high,N,2025-08-09,quarterly,Y,PEP status,True,35100.18
CUST_0036BD57,Donald Jackson,1962-12-07,"3133 Maple St, Houston, TX",2022-01-15,Corporate,verified,clean,low,low,N,2025-08-06,annually,N,,True,945200.26
CUST_54A638F6,Jennifer Gonzalez,1981-04-14,"5475 Maple St, Houston, TX",2023-03-11,Retail,verified,clean,high,high,N,2025-06-18,quarterly,Y,Large cash deposits,True,193005.78
CUST_B4FBF75E,Joseph Martin,2002-08-08,"8155 Main St, Fort Worth, TX",2022-11-16,Retail,verified,clean,low,high,N,2025-09-23,quarterly,Y,High transaction volume,False,219591.12
CUST_0ED28E48,Betty Thompson,1958-07-13,"6723 Main St, San Diego, CA",2022-03-29,Retail,pending,clean,high,high,N,2025-08-13,monthly,Y,PEP status,True,419216.46
CUST_AB0FDD70,Margaret Thomas,1994-10-19,"8479 Pine St, Phoenix, AZ",2022-10-13,Retail,verified,clean,medium,medium,N,2025-07-27,quarterly,N,,False,384231.78
CUST_905A9B07,Emily Brown,1980-04-21,"5456 Oak St, San Jose, CA",2022-09-14,Corporate,verified,clean,low,low,N,2025-08-02,semi-annually,N,,True,3128735.47
CUST_429EEB65,Emily Clark,1997-09-25,"2051 Maple St, San Francisco, CA",2022-03-20,Retail,verified,clean,low,low,N,2025-10-30,semi-annually,N,,False,157965.04
CUST_51451205,Richard Anderson,1951-03-18,"1892 Cedar St, Charlotte, NC",2023-04-16,Retail,verified,clean,medium,medium,N,2025-07-31,quarterly,N,,True,330379.22
CUST_90E339F0,Betty Moore,1979-09-28,"9774 Main St, Phoenix, AZ",2023-08-09,Retail,verified,clean,low,low,N,2025-08-17,annually,N,,True,418630.14
CUST_AEDF842B,Jennifer Lewis,1997-11-11,"1491 Main St, San Jose, CA",2023-08-21,Retail,verified,clean,low,low,N,2025-05-26,semi-annually,N,,True,58121.18
CUST_8D4B1446,Jessica Smith,1951-08-22,"6494 Pine St, Denver, CO",2023-07-06,Small Business,verified,clean,medium,medium,N,2025-08-18,quarterly,N,,True,49765.11
CUST_67ABA77D,Patricia Brown,1962-06-16,"1334 Cedar St, San Antonio, TX",2023-12-09,Retail,verified,clean,medium,medium,N,2025-07-03,quarterly,N,,True,144390.42
CUST_3B0A9A9D,Sarah Martinez,2000-04-20,"1356 Pine St, Indianapolis, IN",2023-08-11,Small Business,verified,clean,low,low,N,2025-07-21,annually,N,,True,402259.23
CUST_22282CD0,Linda Thompson,1961-07-13,"7756 Pine St, Seattle, WA",2023-07-07,Retail,verified,prior_flag,low,low,N,2025-06-13,semi-annually,N,,True,404657.81
CUST_B5FF7EB2,Ashley Clark,1995-11-02,"1155 Oak St, Columbus, OH",2023-03-21,Retail,verified,clean,low,low,N,2025-07-25,annually,N,,True,134200.44
CUST_5DCA693E,Maria Lee,1992-10-08,"706 Oak St, Philadelphia, PA",2022-06-14,Retail,verified,prior_flag,low,low,N,2025-07-22,annually,N,,True,137083.27
CUST_FDD4BBB1,John Rodriguez,1984-03-21,"1579 Maple St, Phoenix, AZ",2022-10-12,Small Business,verified,prior_flag,high,high,N,2025-10-22,quarterly,Y,Unusual transaction patterns,True,118784.53
CUST_724344DD,Charles Harris,1982-11-27,"9673 Maple St, San Diego, CA",2023-05-28,Retail,verified,clean,medium,medium,N,2025-08-19,quarterly,N,,True,467814.55
CUST_12A29225,Robert Jones,1962-05-15,"4136 Pine St, Phoenix, AZ",2022-04-20,Retail,verified,clean,medium,medium,N,2025-06-21,quarterly,N,,True,182136.01
CUST_53ACC123,Matthew Lopez,1990-10-02,"6045 Main St, Seattle, WA",2022-11-12,Small Business,verified,clean,medium,medium,N,2025-06-19,quarterly,N,,True,433609.51
CUST_83F39F1F,Ashley Anderson,2007-07-09,"6756 Main St, Dallas, TX",2023-02-02,Retail,verified,prior_flag,medium,medium,N,2025-07-18,quarterly,N,,True,433355.85
CUST_6EF8C9DF,Donald Clark,1996-07-27,"9073 Pine St, San Francisco, CA",2023-05-19,Retail,verified,clean,low,low,N,2025-08-09,semi-annually,N,,True,347909.84
CUST_69A482F4,Anthony Johnson,1960-11-15,"2231 Cedar St, Columbus, OH",2023-10-19,Small Business,verified,clean,low,low,N,2025-09-05,semi-annually,N,,True,396528.51
CUST_A153AE09,William Anderson,1996-03-09,"9445 Oak St, New York, NY",2023-05-05,Retail,verified,clean,low,low,N,2025-08-03,annually,N,,False,474106.5
CUST_5C8F0162,Dorothy Moore,1989-04-03,"6128 Oak St, Denver, CO",2023-10-25,Corporate,verified,clean,low,low,N,2025-09-30,annually,N,,True,630885.07
CUST_280E1D24,Matthew Taylor,2007-08-27,"3485 Cedar St, San Antonio, TX",2023-03-22,Retail,verified,prior_flag,low,high,N,2025-08-02,quarterly,Y,PEP status,True,497608.52
CUST_DC7B120D,Maria Harris,1975-03-14,"2282 Pine St, Fort Worth, TX",2023-11-25,Small Business,verified,clean,low,low,N,2025-10-17,annually,N,,True,343739.37
CUST_041F3121,Matthew Gonzalez,1996-10-09,"6341 Pine St, Fort Worth, TX",2023-12-27,Retail,expired,clean,low,low,N,2025-11-06,semi-annually,N,,True,335959.75
CUST_EA15658D,David Young,1986-03-09,"2195 Maple St, Dallas, TX",2023-07-27,Retail,verified,clean,low,high,N,2025-09-02,monthly,Y,High transaction volume,True,374163.86
CUST_8B253B16,Dorothy Wilson,2005-05-20,"7308 Main St, San Antonio, TX",2022-10-17,Small Business,verified,clean,high,high,N,2025-09-30,quarterly,Y,High-risk jurisdiction,True,75161.78
CUST_87DA80EA,Lisa Garcia,1965-03-23,"2525 Main St, Jacksonville, FL",2022-02-06,Retail,verified,clean,low,low,N,2025-07-13,annually,N,,True,47695.36
CUST_9D5A98AD,Ashley Martinez,1959-12-17,"1358 Oak St, Charlotte, NC",2022-07-04,Small Business,verified,cleared,medium,medium,N,2025-06-14,quarterly,N,,True,338777.35
CUST_C8B310D8,Mark Hernandez,1992-11-04,"4512 Cedar St, New York, NY",2022-01-27,Retail,verified,clean,low,low,N,2025-07-14,annually,N,,True,165384.03
CUST_59FBE10E,Sarah Lee,1969-12-24,"9064 Cedar St, Fort Worth, TX",2023-09-30,Corporate,pending,prior_flag,medium,medium,N,2025-10-24,quarterly,N,,True,508127.5
CUST_65C6CBC2,James Garcia,2004-07-03,"7183 Pine St, Boston, MA",2022-09-03,Retail,verified,clean,low,low,N,2025-10-08,semi-annually,N,,True,66512.05
CUST_999B2B4D,Betty Brown,1961-08-15,"1622 Main St, Indianapolis, IN",2023-01-12,Small Business,verified,clean,low,medium,N,2025-07-19,quarterly,N,,True,171530.68
CUST_F8EA5A9F,Joseph Thompson,1992-12-05,"2193 Pine St, San Diego, CA",2022-08-18,Corporate,verified,clean,medium,medium,N,2025-07-08,quarterly,N,,True,2639305.68
CUST_EEDE5A53,Maria Jackson,1953-01-17,"8348 Main St, Houston, TX",2022-02-18,Retail,verified,clean,low,low,N,2025-06-11,annually,N,,True,370517.57
CUST_EA245C50,Joseph Garcia,1974-01-03,"3166 Oak St, Philadelphia, PA",2022-07-06,Retail,verified,clean,medium,medium,N,2025-09-01,quarterly,N,,True,40032.04
CUST_F906F359,Karen Rodriguez,1976-09-01,"6010 Maple St, San Jose, CA",2023-11-21,Retail,verified,clean,low,low,N,2025-08-22,annually,N,,True,44729.93
CUST_414BBB86,David Smith,2001-01-23,"2527 Maple St, Columbus, OH",2022-07-15,Corporate,verified,clean,high,high,N,2025-10-16,monthly,Y,Sanctions screening match,True,157993.3
CUST_E2652872,Jessica Young,1993-08-16,"7174 Maple St, Charlotte, NC",2022-06-06,Retail,verified,clean,medium,high,N,2025-08-14,monthly,Y,High transaction volume,True,368802.08
CUST_2A96E2B6,Karen Harris,1951-08-13,"9543 Pine St, Seattle, WA",2023-07-22,Retail,verified,prior_flag,low,low,N,2025-06-25,semi-annually,N,,True,32691.77
CUST_3900FD29,Mark Lee,1979-02-16,"9728 Pine St, Boston, MA",2023-03-04,Retail,verified,clean,low,high,N,2025-07-18,quarterly,Y,PEP status,True,426873.44
CUST_9480D1FE,Matthew Thompson,2005-05-24,"1512 Maple St, Phoenix, AZ",2023-04-25,Small Business,verified,clean,high,high,N,2025-06-01,monthly,Y,PEP status,True,87472.26
CUST_FD113D84,Jessica Martin,1999-07-16,"8348 Main St, Chicago, IL",2023-05-19,Retail,verified,prior_flag,low,low,N,2025-09-24,semi-annually,N,,True,169529.64
CUST_A2FD5227,Emily Martin,1984-04-16,"1806 Main St, San Francisco, CA",2022-08-21,Retail,verified,prior_flag,low,low,N,2025-05-15,semi-annually,N,,True,399694.46
CUST_96D47861,Donald Clark,1999-10-20,"7333 Cedar St, Charlotte, NC",2022-04-24,Small Business,verified,clean,high,high,N,2025-08-07,monthly,Y,PEP status,True,366543.4
CUST_A4B46670,Emily Jones,1970-03-04,"6201 Maple St, Jacksonville, FL",2023-10-25,Small Business,verified,clean,low,high,N,2025-07-01,quarterly,Y,PEP status,True,315090.76
CUST_7FA413D6,Lisa Jones,1999-04-05,"8576 Main St, Chicago, IL",2023-06-27,Small Business,verified,prior_flag,low,high,N,2025-07-17,monthly,Y,PEP status,True,169813.51
CUST_A23FD4B5,Richard Clark,1952-07-25,"9170 Pine St, Austin, TX",2022-06-18,Retail,verified,cleared,medium,low,N,2025-07-23,annually,N,,True,454706.2
CUST_5CAF232B,John Robinson,1982-10-05,"3332 Pine St, Chicago, IL",2022-10-14,Small Business,verified,clean,low,low,N,2025-05-25,annually,N,,True,19448.12
CUST_53B8F9FA,William Gonzalez,1983-05-07,"5079 Maple St, Indianapolis, IN",2022-05-10,Retail,verified,clean,low,low,N,2025-09-07,annually,N,,True,56110.51
CUST_009B9FF0,Sarah Robinson,1989-09-12,"9628 Cedar St, Seattle, WA",2023-01-17,Retail,verified,clean,medium,medium,N,2025-08-13,quarterly,N,,False,422403.39
CUST_BBC30C8D,Lisa Lopez,1991-12-19,"2501 Maple St, Columbus, OH",2022-11-03,Retail,verified,clean,medium,medium,N,2025-08-07,quarterly,N,,True,41891.63
CUST_A6E65380,Sarah Wilson,1962-08-03,"7310 Maple St, Columbus, OH",2022-05-14,Retail,verified,clean,low,low,N,2025-05-29,annually,N,,True,412082.1
CUST_414A0ED7,David Taylor,1994-08-05,"6151 Main St, Boston, MA",2022-05-11,Corporate,verified,clean,medium,medium,N,2025-09-28,quarterly,N,,False,4268973.1
CUST_6F5B3344,Emily Brown,1967-01-17,"5099 Pine St, San Antonio, TX",2023-01-14,Retail,verified,clean,low,medium,N,2025-06-10,quarterly,N,,True,92355.49
CUST_4BB781AC,Margaret Thomas,1984-06-03,"7471 Maple St, Phoenix, AZ",2022-01-03,Small Business,verified,prior_flag,low,high,N,2025-10-03,monthly,Y,High-risk jurisdiction,True,433306.43
CUST_48D2BB71,William Williams,1988-07-13,"9471 Pine St, Seattle, WA",2023-10-02,Retail,expired,prior_flag,low,medium,N,2025-09-26,quarterly,N,,True,322934.68
CUST_BC08DED9,Daniel Moore,1988-09-19,"4118 Cedar St, San Francisco, CA",2022-03-29,Small Business,verified,clean,high,high,N,2025-11-03,monthly,Y,Sanctions screening match,True,43239.32
CUST_6B946D7A,Nancy Martin,1986-01-16,"1727 Cedar St, Philadelphia, PA",2022-11-25,Small Business,verified,prior_flag,low,low,N,2025-10-15,annually,N,,True,143390.51
CUST_7373A183,Jessica Rodriguez,1968-07-22,"5411 Pine St, Fort Worth, TX",2022-04-02,Retail,verified,clean,low,low,N,2025-10-02,annually,N,,True,470847.18
CUST_72AEC6D7,Mark Brown,1964-10-19,"6776 Oak St, New York, NY",2022-02-23,Retail,expired,clean,low,low,N,2025-10-22,annually,N,,True,135310.71
CUST_425C95B2,Charles Thompson,1997-09-21,"2855 Oak St, Seattle, WA",2022-04-14,Small Business,verified,clean,low,low,N,2025-08-04,semi-annually,N,,True,476353.7
CUST_219B9C56,Dorothy Moore,1949-08-27,"3585 Cedar St, Indianapolis, IN",2023-04-08,Retail,verified,under_investigation,low,low,N,2025-05-17,annually,Y,Unusual transaction patterns,False,141374.33
CUST_5B1F48EA,Jessica Harris,1953-05-03,"4382 Maple St, Dallas, TX",2023-07-01,Retail,verified,clean,low,low,N,2025-05-17,annually,N,,False,123718.21
CUST_79DA1F3A,William Hernandez,1987-06-01,"8111 Maple St, Seattle, WA",2022-08-04,Corporate,verified,clean,low,low,N,2025-07-25,semi-annually,N,,True,451686.49
CUST_5F929AA2,Mark Lee,1983-01-27,"238 Main St, San Francisco, CA",2023-10-29,Small Business,expired,clean,low,low,N,2025-09-23,annually,N,,True,185869.84
CUST_875C8B3B,Robert Anderson,1996-01-25,"8190 Pine St, Los Angeles, CA",2022-01-10,Retail,verified,clean,medium,medium,N,2025-09-12,quarterly,N,,True,141097.42
CUST_29450232,Mark White,1962-01-07,"9368 Cedar St, Denver, CO",2023-12-25,Corporate,verified,clean,medium,medium,N,2025-09-19,quarterly,N,,True,918867.76
CUST_0E38F338,Charles Jones,1965-10-28,"7537 Main St, Columbus, OH",2022-03-08,Retail,verified,clean,low,low,N,2025-05-17,annually,N,,True,320842.18
CUST_24364F20,Daniel Johnson,2003-07-09,"8823 Maple St, Austin, TX",2022-11-27,Retail,verified,clean,low,medium,N,2025-08-28,quarterly,N,,False,3574.48
CUST_EA19910C,Robert Hernandez,1985-01-24,"556 Maple St, Columbus, OH",2022-03-25,Retail,pending,clean,low,low,N,2025-05-31,semi-annually,N,,True,404221.48
CUST_9B53D730,Charles Lewis,2002-05-08,"1667 Maple St, Denver, CO",2023-10-04,Retail,verified,clean,low,medium,N,2025-06-07,quarterly,N,,True,63288.36
CUST_C2EF110C,Sarah Hall,1969-12-03,"955 Pine St, Fort Worth, TX",2022-02-04,Small Business,verified,clean,low,low,N,2025-05-18,semi-annually,N,,True,201439.85
CUST_43D79F9C,Karen Clark,2004-10-26,"525 Maple St, Indianapolis, IN",2023-02-25,Retail,verified,prior_flag,low,low,N,2025-05-25,annually,N,,False,164768.64
CUST_35389C23,Robert Brown,1987-12-03,"7384 Oak St, San Diego, CA",2022-04-16,Retail,verified,clean,medium,medium,N,2025-07-07,quarterly,N,,True,69698.68
CUST_9236E98D,Sarah Johnson,1986-07-17,"4868 Pine St, New York, NY",2022-05-11,Corporate,pending,clean,medium,medium,N,2025-08-20,quarterly,N,,True,2612518.92
