audit_id,timestamp,audit_action,entity_type,entity_id,performed_by,description,previous_value,new_value,reason
AUDIT_F7A10E9677,2024-02-08 00:27:59,manual_override,alert,ALERT_BE5E4FBD24,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $27030.64 - escalate
AUDIT_46ABB5F1F4,2022-08-30 17:54:47,manual_override,alert,ALERT_C2B5C4F789,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Travel - escalate
AUDIT_E3C99737F8,2022-02-16 10:27:12,manual_override,alert,ALERT_56C6EBAD03,Maria Garcia,Manual decision: deny,auto_flag,deny,Risk score 0.772 reviewed. deny
AUDIT_9C79426D2C,2022-01-24 08:50:45,manual_override,alert,ALERT_484EE38A3F,Maria Garcia,Manual decision: escalate,auto_flag,escalate,"Location check performed: Caracas, Venezuela. escalate"
AUDIT_97DF2CA352,2023-07-26 13:43:46,manual_override,alert,ALERT_B003D4B20B,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gambling - escalate
AUDIT_E490A583AB,2022-11-05 11:30:44,manual_override,alert,ALERT_8C10AC55AC,Jessica Martinez,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $22023.61 - deny
AUDIT_E14955D96B,2024-05-30 05:45:52,manual_override,alert,ALERT_6DBB4CB447,David Kim,Manual decision: deny,auto_flag,deny,"Location check performed: Moscow, Russia. deny"
AUDIT_AFE89FD3F2,2024-04-16 07:23:55,manual_override,alert,ALERT_F5714442EC,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $6561.16 - escalate
AUDIT_A1E216D190,2024-02-29 16:44:27,manual_override,alert,ALERT_24F59E1376,William Taylor,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gambling - escalate
AUDIT_C47A21C6C2,2025-10-17 07:10:19,manual_override,alert,ALERT_DBB54EE25A,Robert Johnson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Electronics - deny
AUDIT_6864C0CB16,2024-08-25 06:25:57,manual_override,alert,ALERT_954C4C7D3B,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.851 reviewed. escalate
AUDIT_772D2C27D0,2023-11-16 07:37:07,manual_override,alert,ALERT_6604A70FD0,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Risk score 0.859 reviewed. escalate
AUDIT_5648A960F9,2023-10-25 09:23:56,manual_override,alert,ALERT_26FEB1B2F9,Michael Rodriguez,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $55830.44 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_7B14FDD739,2025-07-05 08:46:03,manual_override,alert,ALERT_8424C8B7F2,Emily Thompson,Manual decision: deny,auto_flag,deny,"Location check performed: Moscow, Russia. deny"
AUDIT_B14D514057,2022-03-29 07:38:13,manual_override,alert,ALERT_7C40C248AF,Sarah Chen,Manual decision: deny,auto_flag,deny,"Location check performed: Indianapolis, IN. deny"
AUDIT_68775EC53F,2025-02-20 19:34:05,manual_override,alert,ALERT_7384F5C75A,Emily Thompson,Manual decision: deny,auto_flag,deny,Risk score 0.760 reviewed. deny
AUDIT_F524EAB3D3,2025-03-02 16:52:16,manual_override,alert,ALERT_2F52287F49,William Taylor,Manual decision: deny,auto_flag,deny,Reviewed transaction for Online Shopping - deny
AUDIT_BFCC56D8C1,2024-01-17 02:34:54,manual_override,alert,ALERT_59632680A6,Robert Johnson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Pyongyang, North Korea. escalate"
AUDIT_55373EBE1A,2022-04-24 13:21:08,manual_override,alert,ALERT_F358960D57,David Kim,Manual decision: escalate,auto_flag,escalate,Risk score 0.784 reviewed. escalate
AUDIT_0F78E43C21,2024-11-07 07:32:10,manual_override,alert,ALERT_931737D03B,William Taylor,Manual decision: escalate,auto_flag,escalate,"Location check performed: Seattle, WA. escalate"
AUDIT_26009ABB38,2022-03-20 19:53:21,manual_override,alert,ALERT_F88623BCA5,Jessica Martinez,Manual decision: deny,auto_flag,deny,Risk score 0.913 reviewed. deny
AUDIT_C5AD01D1C3,2023-01-27 19:34:36,manual_override,alert,ALERT_76BA618305,Robert Johnson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Gambling - deny
AUDIT_13F40824CA,2023-07-18 11:44:38,manual_override,alert,ALERT_26ED7E14DE,Robert Johnson,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 1.000 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_48FD8113F2,2025-01-28 04:09:49,manual_override,alert,ALERT_5EA379C038,Maria Garcia,Manual decision: deny,auto_flag,deny,"Location check performed: Fort Worth, TX. deny"
AUDIT_D4AA30163E,2023-05-07 11:30:36,manual_override,alert,ALERT_3D0A6D2D0B,Michael Rodriguez,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.873 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_D1685D300A,2024-04-08 03:49:12,manual_override,alert,ALERT_CE738FEF57,David Kim,Manual decision: deny,auto_flag,deny,Risk score 0.875 reviewed. deny
AUDIT_942FDF85D0,2022-02-20 00:19:43,manual_override,alert,ALERT_964C74304A,William Taylor,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Money Transfer - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_A2B10BCF12,2025-02-13 00:43:31,manual_override,alert,ALERT_127D1E45FD,James Wilson,Manual decision: deny,auto_flag,deny,"Location check performed: Austin, TX. deny"
AUDIT_DD263CFD96,2025-03-25 05:13:53,manual_override,alert,ALERT_45E0FF91B8,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_C850D6342F,2024-05-23 14:30:41,manual_override,alert,ALERT_4015C15F4F,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Wire Transfer - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_3314D9E6DB,2025-02-16 21:06:52,manual_override,alert,ALERT_DC1781A661,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $2516.42 - escalate
AUDIT_F5390B010B,2024-09-17 06:45:11,manual_override,alert,ALERT_DD1ACBC13E,William Taylor,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: San Francisco, CA. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_C9B6954F89,2025-06-21 00:15:01,manual_override,alert,ALERT_7A693518E9,Sarah Chen,Manual decision: deny,auto_flag,deny,Risk score 0.707 reviewed. deny
AUDIT_CCE383D164,2025-01-14 14:27:59,manual_override,alert,ALERT_C7CC36A633,Michael Rodriguez,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Moscow, Russia. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_938FA2F28D,2024-08-16 04:44:08,manual_override,alert,ALERT_B02E63C31E,David Kim,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $75447.44 - escalate
AUDIT_F585C99964,2023-10-03 04:19:13,manual_override,alert,ALERT_A015216EE9,Sarah Chen,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: New York, NY. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_4114AF6442,2024-09-22 11:36:29,manual_override,alert,ALERT_881C0F33E9,David Kim,Manual decision: deny,auto_flag,deny,"Location check performed: San Antonio, TX. deny"
AUDIT_154084F0A3,2023-02-12 03:16:10,manual_override,alert,ALERT_346A66807C,Lisa Anderson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $451.92 - deny
AUDIT_390D0AD7D7,2025-06-23 15:05:14,manual_override,alert,ALERT_3675DD2300,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Risk score 0.920 reviewed. escalate
AUDIT_483AD906EA,2022-12-01 13:57:13,manual_override,alert,ALERT_3994D0C7AC,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Risk score 0.676 reviewed. escalate
AUDIT_3649D38860,2023-01-17 16:11:25,manual_override,alert,ALERT_2796116678,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Risk score 0.889 reviewed. escalate
AUDIT_7903A3BB9F,2023-03-23 10:47:31,manual_override,alert,ALERT_4544097635,William Taylor,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Indianapolis, IN. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_FA70A9D512,2025-01-23 08:49:45,manual_override,alert,ALERT_BAFE38570F,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Risk score 0.668 reviewed. escalate
AUDIT_2382E438E7,2023-09-26 02:12:34,manual_override,alert,ALERT_A7349B7688,Maria Garcia,Manual decision: deny,auto_flag,deny,Reviewed transaction for ATM Withdrawal - deny
AUDIT_3896027587,2024-11-02 22:02:03,manual_override,alert,ALERT_B3D2DDD969,Michael Rodriguez,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.953 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_176D5BAA72,2025-05-02 19:02:19,manual_override,alert,ALERT_6BDE4EE49E,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Online Shopping - escalate
AUDIT_472933D063,2025-02-05 06:36:08,manual_override,alert,ALERT_18D79C02DC,William Taylor,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Gambling - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_F5C7A595E4,2024-06-12 02:23:50,manual_override,alert,ALERT_EFC86A5152,Robert Johnson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Pyongyang, North Korea. escalate"
AUDIT_21DAEC3064,2025-06-07 06:43:05,manual_override,alert,ALERT_1C94CE7819,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Foreign Transaction - escalate
AUDIT_BACF0CA0DB,2025-03-14 02:25:14,manual_override,alert,ALERT_8B845CD7B9,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Risk score 0.843 reviewed. escalate
AUDIT_E29981988D,2024-04-25 12:23:37,manual_override,alert,ALERT_A8F387DCE7,Jessica Martinez,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $82324.59 - deny
AUDIT_D303055FA4,2024-02-21 17:31:41,manual_override,alert,ALERT_EF8BC6F202,Robert Johnson,Manual decision: deny,auto_flag,deny,"Location check performed: Philadelphia, PA. deny"
AUDIT_A7DC39469F,2022-09-11 22:12:26,manual_override,alert,ALERT_DDB1507DCD,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $587.22 - escalate
AUDIT_9A2AE3177A,2023-02-11 08:45:59,manual_override,alert,ALERT_CC4E37B433,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $1278.01 - escalate
AUDIT_A071850AC8,2024-06-08 18:44:46,manual_override,alert,ALERT_F6F3C6CE6B,Sarah Chen,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.976 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_AA65B5772D,2023-10-13 19:01:14,manual_override,alert,ALERT_AD02DC54CA,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $2180.47 - escalate
AUDIT_9C15364096,2024-10-02 22:09:22,manual_override,alert,ALERT_DADBE5A95C,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Risk score 0.776 reviewed. escalate
AUDIT_F779B579FE,2023-08-15 14:00:00,manual_override,alert,ALERT_C286387C21,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gas Station - escalate
AUDIT_BEE48AB302,2025-01-14 13:02:45,manual_override,alert,ALERT_CDFEAD3202,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Risk score 0.639 reviewed. escalate
AUDIT_7449756B49,2024-10-24 03:38:05,manual_override,alert,ALERT_1B3F49DFF9,Jessica Martinez,Manual decision: deny,auto_flag,deny,"Location check performed: Tehran, Iran. deny"
AUDIT_102877BF49,2024-04-05 23:02:00,manual_override,alert,ALERT_D90FF34A31,James Wilson,Manual decision: deny,auto_flag,deny,Risk score 1.000 reviewed. deny
AUDIT_2F41B9ABDB,2022-01-09 15:39:02,manual_override,alert,ALERT_21F105FE41,Emily Thompson,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.917 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_BCEDD0BDC3,2024-07-25 07:12:02,manual_override,alert,ALERT_B5D7CB62F1,David Kim,Manual decision: escalate,auto_flag,escalate,Risk score 0.957 reviewed. escalate
AUDIT_CA2F4A6330,2023-05-25 15:47:58,manual_override,alert,ALERT_93F71C82C3,James Wilson,Manual decision: deny,auto_flag,deny,Risk score 0.868 reviewed. deny
AUDIT_172C4C6793,2022-12-08 02:08:05,manual_override,alert,ALERT_A0C06FEDF0,Robert Johnson,Manual decision: deny,auto_flag,deny,Risk score 0.705 reviewed. deny
AUDIT_FB84EAAE03,2022-05-26 08:56:47,manual_override,alert,ALERT_550A322F78,Robert Johnson,Manual decision: deny,auto_flag,deny,Risk score 0.900 reviewed. deny
AUDIT_CE44B39748,2022-07-01 04:43:39,manual_override,alert,ALERT_C29CC52234,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gambling - escalate
AUDIT_1761527461,2022-12-27 19:06:47,manual_override,alert,ALERT_F8EECA5409,Michael Rodriguez,Manual decision: deny,auto_flag,deny,Risk score 0.758 reviewed. deny
AUDIT_9987E3B21B,2023-07-25 20:13:13,manual_override,alert,ALERT_EEBDA24C44,David Kim,Manual decision: escalate,auto_flag,escalate,"Location check performed: San Diego, CA. escalate"
AUDIT_9980E525DE,2025-03-06 10:41:27,manual_override,alert,ALERT_71EC2D49CB,James Wilson,Manual decision: escalate,auto_flag,escalate,Risk score 0.625 reviewed. escalate
AUDIT_0ECFEDFA28,2022-07-22 17:55:22,manual_override,alert,ALERT_AE900B679E,James Wilson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $157.50 - escalate
AUDIT_9084FA0A65,2024-06-20 04:23:52,manual_override,alert,ALERT_991B88CE30,Jessica Martinez,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Dallas, TX. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_8A1CCBF21F,2025-11-01 21:21:53,manual_override,alert,ALERT_BA16E520F2,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Risk score 0.756 reviewed. escalate
AUDIT_5826C371AE,2022-12-30 16:04:09,manual_override,alert,ALERT_C3EAB2C6FB,David Kim,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $259.55 - escalate
AUDIT_D90F86FE4A,2025-01-03 15:37:24,manual_override,alert,ALERT_3A28D15FFC,James Wilson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_B1150578C6,2025-06-04 17:00:39,manual_override,alert,ALERT_1AD692736B,Emily Thompson,Manual decision: escalate,auto_flag,escalate,"Location check performed: San Diego, CA. escalate"
AUDIT_D03D82366A,2024-07-20 12:59:51,manual_override,alert,ALERT_1CBA716A73,David Kim,Manual decision: escalate,auto_flag,escalate,"Location check performed: Columbus, OH. escalate"
AUDIT_BCF5822ACB,2024-06-01 18:14:20,manual_override,alert,ALERT_FECEBA6F75,Robert Johnson,Manual decision: deny,auto_flag,deny,Risk score 0.935 reviewed. deny
AUDIT_1A98AC30DD,2022-10-20 04:34:22,manual_override,alert,ALERT_286AF66CC5,Maria Garcia,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $92872.25 - deny
AUDIT_90657AFA6C,2025-10-16 23:49:13,manual_override,alert,ALERT_1374D43929,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Foreign Transaction - escalate
AUDIT_D0722CBC56,2023-08-28 05:50:16,manual_override,alert,ALERT_84CE1CD33A,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Risk score 0.830 reviewed. escalate
AUDIT_6EC444B48A,2025-10-04 04:24:36,manual_override,alert,ALERT_52FB12B1B4,David Kim,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $16643.54 - escalate
AUDIT_B9C2233EB5,2022-12-12 18:04:49,manual_override,alert,ALERT_4E619A5F2E,Sarah Chen,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Money Transfer - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_658FE1D848,2022-08-17 10:00:18,manual_override,alert,ALERT_5CADF02C19,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_2B1F999B86,2022-06-03 13:25:11,manual_override,alert,ALERT_2B6327C54A,David Kim,Manual decision: escalate,auto_flag,escalate,"Location check performed: Moscow, Russia. escalate"
AUDIT_5C5E4F3DB7,2024-11-01 07:23:16,manual_override,alert,ALERT_41150A9A57,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_942ECAC382,2022-12-05 11:37:34,manual_override,alert,ALERT_09CB90638F,Robert Johnson,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Utilities - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_F87C7156CA,2024-01-30 14:58:55,manual_override,alert,ALERT_7BDFC07354,Robert Johnson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Money Transfer - deny
AUDIT_FD13D44705,2025-06-26 06:27:11,manual_override,alert,ALERT_2A295F059B,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_6C3C021751,2022-06-06 18:54:04,manual_override,alert,ALERT_FD461CC99C,Sarah Chen,Manual decision: deny,auto_flag,deny,Risk score 0.706 reviewed. deny
AUDIT_BDB2E2A478,2024-12-03 15:57:47,manual_override,alert,ALERT_F9F669130A,Jessica Martinez,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $63117.89 - deny
AUDIT_F7DE9166C9,2025-09-03 17:06:56,manual_override,alert,ALERT_AA821B5A87,David Kim,Manual decision: deny,auto_flag,deny,Reviewed transaction for Wire Transfer - deny
AUDIT_52769563A7,2023-05-07 08:55:28,manual_override,alert,ALERT_62B4ABC7B1,Maria Garcia,Manual decision: deny,auto_flag,deny,Reviewed transaction for Money Transfer - deny
AUDIT_A9B1A919DE,2022-02-05 01:28:47,manual_override,alert,ALERT_D7E6639DA3,James Wilson,Manual decision: escalate,auto_flag,escalate,"Location check performed: San Diego, CA. escalate"
AUDIT_36E64E11D3,2024-05-22 13:56:12,manual_override,alert,ALERT_5ADB5B92E5,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Risk score 0.789 reviewed. escalate
AUDIT_1E3BEF6237,2025-03-03 12:34:36,manual_override,alert,ALERT_B91B0FC737,Emily Thompson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $14982.27 - deny
AUDIT_E22BCBFDEC,2022-06-25 03:19:49,manual_override,alert,ALERT_F3610A8139,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $41490.47 - escalate
AUDIT_77A19ECC9D,2024-09-07 08:58:43,manual_override,alert,ALERT_79A3881064,Jessica Martinez,Manual decision: deny,auto_flag,deny,Risk score 0.725 reviewed. deny
AUDIT_26EACAF788,2025-06-30 23:17:10,manual_override,alert,ALERT_8CD5C0B133,David Kim,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $2965.33 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_3EAC1AE064,2024-01-18 04:02:42,manual_override,alert,ALERT_77527231FD,William Taylor,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.985 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_4DB2E3247F,2024-10-18 01:42:36,manual_override,alert,ALERT_2AADCD51B8,James Wilson,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.946 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_2D11AFDB3D,2023-04-11 10:03:20,manual_override,alert,ALERT_E1EAE55841,Emily Thompson,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $87382.85 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_9463EE583F,2023-06-21 08:37:20,manual_override,alert,ALERT_95EC626542,Emily Thompson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $3418.84 - deny
AUDIT_C407207A33,2023-04-28 04:59:04,manual_override,alert,ALERT_7CC2911371,Robert Johnson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Fort Worth, TX. escalate"
AUDIT_114D45F5C8,2022-09-08 03:39:41,manual_override,alert,ALERT_640EC4B178,James Wilson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gambling - escalate
AUDIT_12B408B873,2025-07-29 14:42:27,manual_override,alert,ALERT_C6F290DE06,William Taylor,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Grocery - escalate
AUDIT_0D82510D85,2025-07-20 10:53:13,manual_override,alert,ALERT_BFA8462CAE,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Risk score 0.843 reviewed. escalate
AUDIT_20A4FF52E0,2025-08-30 02:44:34,manual_override,alert,ALERT_CA01D8BC6D,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_209B233377,2024-05-24 21:18:28,manual_override,alert,ALERT_AF9EE0DCB7,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Risk score 0.915 reviewed. escalate
AUDIT_D9C5EBA7B7,2024-01-04 13:18:42,manual_override,alert,ALERT_205BB7944D,David Kim,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Foreign Transaction - escalate
AUDIT_FEEE176B2B,2023-05-15 10:33:00,manual_override,alert,ALERT_8657854698,William Taylor,Manual decision: deny,auto_flag,deny,Risk score 0.766 reviewed. deny
AUDIT_A13E8E0F84,2025-09-21 06:55:53,manual_override,alert,ALERT_938735FAB1,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $14348.07 - escalate
AUDIT_F910FC5A02,2023-03-23 22:38:28,manual_override,alert,ALERT_BBBE3BA966,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $390.54 - escalate
AUDIT_2518CF81FE,2022-11-04 22:53:40,manual_override,alert,ALERT_888CA76C13,David Kim,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Gas Station - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_18F4F6B946,2023-11-30 11:13:02,manual_override,alert,ALERT_F712DCA42F,David Kim,Manual decision: deny,auto_flag,deny,"Location check performed: San Francisco, CA. deny"
AUDIT_1B7C961651,2023-10-06 22:34:34,manual_override,alert,ALERT_5E5D0A270D,William Taylor,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $590.34 - escalate
AUDIT_8E40BB564D,2023-04-11 05:26:00,manual_override,alert,ALERT_6E2DE56B02,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Lagos, Nigeria. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_E55A70A6A6,2024-08-17 06:57:43,manual_override,alert,ALERT_BDDED81703,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $15109.11 - escalate
AUDIT_DBDE7CB901,2023-01-12 11:54:37,manual_override,alert,ALERT_366A9752C3,Michael Rodriguez,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: San Antonio, TX. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_70FE43B531,2022-11-26 04:13:05,manual_override,alert,ALERT_3C8B0F8648,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Los Angeles, CA. escalate"
AUDIT_C6B0764352,2023-10-05 18:42:31,manual_override,alert,ALERT_1F4A13849C,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Risk score 0.662 reviewed. escalate
AUDIT_9236F9A0B4,2023-11-24 05:37:39,manual_override,alert,ALERT_9EA3A98160,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Philadelphia, PA. escalate"
AUDIT_E1F4E334F0,2025-04-28 11:34:44,manual_override,alert,ALERT_1A6A2570C9,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Risk score 0.807 reviewed. escalate
AUDIT_D3C8A46595,2022-12-01 08:49:29,manual_override,alert,ALERT_8893D31F58,James Wilson,Manual decision: deny,auto_flag,deny,"Location check performed: Charlotte, NC. deny"
AUDIT_9F3E5F41C1,2022-05-20 04:37:56,manual_override,alert,ALERT_2E17627997,James Wilson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $84120.78 - escalate
AUDIT_7F54161618,2022-01-08 09:59:22,manual_override,alert,ALERT_376218255A,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Restaurant - escalate
AUDIT_54DE34AEF3,2023-08-28 08:43:43,manual_override,alert,ALERT_F3006D127E,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Risk score 0.752 reviewed. escalate
AUDIT_A58D623216,2023-06-03 17:16:07,manual_override,alert,ALERT_15EA106BB5,Emily Thompson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Online Shopping - deny
AUDIT_1FF31ACCD1,2024-11-01 05:46:54,manual_override,alert,ALERT_77E769798D,Emily Thompson,Manual decision: deny,auto_flag,deny,Risk score 0.850 reviewed. deny
AUDIT_468DA5F0CD,2025-05-05 22:00:40,manual_override,alert,ALERT_78F2C41942,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $3217.61 - escalate
AUDIT_E3009D494A,2022-03-16 13:21:17,manual_override,alert,ALERT_308A1FECDC,Lisa Anderson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Money Transfer - deny
AUDIT_659D98CBF5,2023-03-14 15:54:21,manual_override,alert,ALERT_44283A1945,Sarah Chen,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $97003.75 - deny
AUDIT_EC17E19D02,2022-11-05 22:53:14,manual_override,alert,ALERT_81C58EEA4C,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Insurance - escalate
AUDIT_C7B949EF8B,2023-07-12 12:15:04,manual_override,alert,ALERT_641598268A,William Taylor,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $25686.95 - deny
AUDIT_5DBD508338,2023-01-07 14:36:31,manual_override,alert,ALERT_B6B6376F5F,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Risk score 0.758 reviewed. escalate
AUDIT_684CBB47F6,2023-02-11 12:59:50,manual_override,alert,ALERT_555BFA3B11,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $91310.82 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_A01815A0ED,2024-09-28 22:40:40,manual_override,alert,ALERT_AF1AA69FEA,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Entertainment - escalate
AUDIT_7E27DF2763,2024-11-17 18:02:07,manual_override,alert,ALERT_520FA882B9,William Taylor,Manual decision: escalate,auto_flag,escalate,"Location check performed: San Jose, CA. escalate"
AUDIT_89DAA08DBB,2023-10-23 23:57:29,manual_override,alert,ALERT_36078632F5,James Wilson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $24227.07 - deny
AUDIT_72E0F8BCCA,2022-08-18 16:09:14,manual_override,alert,ALERT_A3224007D2,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Cryptocurrency - SAR filed - Suspicious Activity Report filed with FinCEN
